id,question,valid,row_count,needs_manual_review,review_reason,expected_family,expected_answer_shape,error,human_gold_valid,human_notes,semantic_audit_status,semantic_audit_notes
FINALKGQA938,Provide the monthly sum of vehicle units according to the forecast data?,True,36,False,,vehicle_sales,sum,,,,correct,Returns monthly forecast vehicle-unit sums; matches the question.
FINALKGQA939,"Could you provide the average autonomous driving development figures for Tier1 suppliers, categorized by vehicle type and SAE level?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA940,"Per Tier1 company, how many active component share categories are assigned to them?",True,3,False,,catalog_lookup,count,,,,,
FINALKGQA941,What are the total demand figures from Tier1 and OEM sources for each region?,True,5,False,,regional_demand,sum,,,,,
FINALKGQA942,What is the total of BL1 and BL2 percentage-change values for current demand in the Tier1 Automotive segment?,True,2,False,,current_demand_baselines,sum,,,,,
FINALKGQA943,"What are the overall future demand percentages for Semiconductor, grouped by region and quarter?",True,35,False,,future_demand,sum,,,,,
FINALKGQA944,Detail the summed sales amounts for all vehicle types across different years?,True,6,False,,vehicle_sales,sum,,,,,
FINALKGQA945,How many SAE levels exist within the data?,True,1,False,,autonomous_driving,count,,correct,Correct: counts distinct SAE levels used in the data.,correct,Correct: counts distinct SAE levels used in the data.
FINALKGQA946,Which technology category names can be found in the catalog?,True,5,False,,catalog_lookup,raw_or_lookup,,,,correct,Lists technology category names in the catalog; matches the question.
FINALKGQA947,What count of DemandForRegion entries correspond to the Semiconductor survey?,True,1,False,,regional_demand,count,,correct,"Manual semantic spot check: query returns the count of DemandForRegion entries for Semiconductor survey, matching the requested count.",correct,"Manual semantic spot check: query returns the count of DemandForRegion entries for Semiconductor survey, matching the requested count."
FINALKGQA948,What kinds of baseline types are documented in the data?,True,5,False,,current_demand_baselines,raw_or_lookup,,,,,
FINALKGQA949,Which technology category demonstrates the highest average percentage change in future demand?,True,1,False,,future_demand,ranking_top,,,,,
FINALKGQA950,What is the sum total of forecast vehicle sales units listed in the records?,True,1,False,,vehicle_sales,sum,,,,,
FINALKGQA951,How many AutonomousDrivingDevelopment instances are included in the data?,True,1,False,,autonomous_driving,count,,,,,
FINALKGQA952,How many Quarter entities are included in the catalog?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA953,Where is the sum of current semiconductor demand the highest among all regions?,True,5,False,,regional_demand,sum,,,,,
FINALKGQA954,"For baselines BL1 and BL2, indicate how many Tier1 Automotive current-demand entries are present for each one?",True,2,False,,current_demand_baselines,count,,,,,
FINALKGQA955,How does the average percentage change in expected demand break down by vehicle type and quarter?,True,24,False,,future_demand,average,,,,,
FINALKGQA956,Point out the month that leads in forecasted vehicle sales?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA957,Which vehicle type and SAE level combination shows the greatest autonomous driving percentage?,True,1,False,,autonomous_driving,ranking_top,,,,,
FINALKGQA958,Which quarters are represented among the entries in the dataset?,True,8,False,,catalog_lookup,raw_or_lookup,,correct,"Manual semantic spot check: query returns distinct quarter labels represented in the dataset, matching the requested catalog lookup.",correct,"Manual semantic spot check: query returns distinct quarter labels represented in the dataset, matching the requested catalog lookup."
FINALKGQA959,"For each quarter, how much future demand is expected for Option1, Option2, and Option3 in the Automotive segment?",True,8,False,,future_demand,sum,,,,,
FINALKGQA960,Which vehicle type accounts for the greatest total sales in a year?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA961,What is the number of FutureDemandAnalysis entries that have an association with OEM surveys?,True,1,False,,future_demand,count,,,,,
FINALKGQA962,"Give the monthly totals of vehicle units sold, including only actual sales entries?",True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA963,Could you list the future-demand percentage values for all technology categories per quarter?,True,120,False,,future_demand,raw_or_lookup,,,,correct,"Lists future-demand percentage values for technology categories per quarter; duplicate rows reflect multiple underlying records, which is acceptable because the question asks for values, not aggregated averages."
FINALKGQA964,What is the grand total of actual vehicle-sales units reflected in the dataset?,True,1,False,,vehicle_sales,sum,,,,,
FINALKGQA965,How much does future-demand change on average for each technology bucket in each quarter?,True,40,False,,future_demand,average,,,,,
FINALKGQA966,How does the number of vehicle sales observations designated as actual differ from those designated as forecast?,True,2,False,,vehicle_sales,count,,,,,
FINALKGQA967,"Summing by quarter, what are the percentage changes in future demand for each technology category?",True,40,False,,future_demand,sum,,,,,
FINALKGQA968,"Detail the sum of vehicle sales units for every month, considering only actual sales figures?",True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA969,"Among all vehicle types, which one exhibits the peak average change in future demand?",True,1,False,,future_demand,ranking_top,,,,,
FINALKGQA970,Could you provide the number of VehicleSalesObservation records maintained in the database?,True,1,False,,vehicle_sales,count,,,,,
FINALKGQA971,How many FutureDemandAnalysis records are connected with the Tier1 survey?,True,1,False,,future_demand,count,,,,,
FINALKGQA972,"In each month, what is the total number of vehicles sold, with a distinction between actual sales and forecasted sales?",True,48,False,,vehicle_sales,sum,,,,,
FINALKGQA973,How many FutureDemandAnalysis entries are there in the database?,True,1,False,,future_demand,count,,,,,
FINALKGQA974,In which month did actual vehicle sales achieve their highest count?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA975,"Report the total future demand for Tier1, categorized by both region and quarter?",True,35,False,,future_demand,sum,,,,,
FINALKGQA976,"According to the forecast, what is the sum of vehicle units for each month?",True,36,False,,vehicle_sales,sum,,,,correct,Returns monthly forecast vehicle-unit sums; matches the question.
FINALKGQA977,What is the count of FutureDemandAnalysis entries that are connected with Semiconductor surveys?,True,1,False,,future_demand,count,,,,,
FINALKGQA978,Report the total sales volumes categorized by vehicle type and year?,True,6,False,,vehicle_sales,sum,,,,,
FINALKGQA979,"Summarize the future demand totals for semiconductors, classified by technology category and quarter?",True,40,False,,future_demand,sum,,,,,
FINALKGQA980,What is the total count of forecast vehicle sales units registered in the dataset?,True,1,False,,vehicle_sales,sum,,,,,
FINALKGQA981,Which regions and quarters reflect the total future demand percentage captured in OEM survey data?,True,35,False,,future_demand,sum,,,,,
FINALKGQA982,Which month stands out for having the top forecasted vehicle sales?,True,1,False,,vehicle_sales,ranking_top,,correct,"Manual semantic spot check: query returns the forecast month with the highest vehicle-sales total, matching the requested top-month question.",correct,"Manual semantic spot check: query returns the forecast month with the highest vehicle-sales total, matching the requested top-month question."
FINALKGQA983,"Across all regions and quarters, what is the summed percentage of future demand for Semiconductor?",True,35,False,,future_demand,sum,,,,,
FINALKGQA984,Which vehicle type generates the highest total sales in a year?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA985,Which technology category posts the greatest average percentage change in future demand?,True,1,False,,future_demand,ranking_top,,,,,
FINALKGQA986,"Calculate the sum of vehicle units sold each month, considering exclusively actual sales entries?",True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA987,What is the average future demand percentage change grouped by vehicle type and quarter?,True,24,False,,future_demand,average,,,,,
FINALKGQA988,"List the quarterly future demand sums for Option1, Option2, and Option3 in the Automotive area?",True,8,False,,future_demand,sum,,,,,
FINALKGQA989,How many FutureDemandAnalysis entries are connected to OEM survey responses?,True,1,False,,future_demand,count,,,,correct,Counts FutureDemandAnalysis entries linked to OEM survey responses; matches the question.
FINALKGQA990,What future-demand percentage numbers are recorded for each technology category and quarter?,True,120,False,,future_demand,raw_or_lookup,,correct,Correct: returns recorded future-demand percentage numbers by technology category and quarter.,correct,Correct: returns recorded future-demand percentage numbers by technology category and quarter.
